timestamp,coliforms_GA
2019-10-14 09:15:00,3300
2019-10-17 11:30:00,1600
2019-10-21 10:15:00,4600
2019-10-23 10:00:00,880
2019-10-28 13:10:00,4400
2019-10-31 08:55:00,820
2019-11-04 10:45:00,1700
2019-11-06 09:40:00,1200
2019-11-11 08:40:00,860
2019-11-13 09:40:00,590
2019-11-14 11:32:00,490
2019-11-18 10:00:00,1200
2019-11-21 10:30:00,620
2019-11-25 10:10:00,520
2019-11-28 10:00:00,2200
2019-12-02 10:20:00,260
2019-12-05 09:34:00,440
2019-12-09 10:50:00,6100
2019-12-11 09:50:00,2100
2019-12-13 09:40:00,720
2019-12-16 11:12:00,760
2019-12-18 11:00:00,1300
2019-12-23 10:15:00,380
2019-12-26 12:20:00,310
2019-12-30 12:20:00,200
