Model,MAE,SMAPE,RMSE,R2
LASSO,0.503752138847348,12.91301079473088,0.6702274389071805,0.6344057779688139
RF,0.3923787671301936,10.453205404185649,0.525078856325041,0.7756097527206567
TPOT,0.5075627461105947,12.991205875148243,0.6804354649773251,0.6231844654332894
