SampleID,Location,Date,Escherichia_coli_per100ml
R1200629-00,GÄVLÄXXS,2012-09-07 09:30,50
R1200629-01,GÄVLÄXXS,2012-09-07 19:30,<50
R1200629-02,GÄVLÄXXS,2012-09-08 09:30,100
R1200629-03,GÄVLÄXXS,2012-09-08 19:30,50
R1200629-04,GÄVLÄXXS,2012-09-09 09:30,100
R1200629-05,GÄVLÄXXS,2012-09-09 19:30,100
R1200629-06,GÄVLÄXXS,2012-09-10 09:30,50
R1200629-07,GÄVLÄXXS,2012-09-10 19:30,400
R1200629-08,GÄVLÄXXS,2012-09-11 09:30,<50
R1200629-09,GÄVLÄXXS,2012-09-11 19:30,50
R1200629-10,GÄVLÄXXS,2012-09-12 09:30,<50
R1200629-11,GÄVLÄXXS,2012-09-12 19:30,100
R1200629-12,GÄVLÄXXS,2012-09-13 09:30,50
R1200629-13,GÄVLÄXXS,2012-09-13 19:30,<50
R1200629-14,GÄVLÄXXS,2012-09-14 09:30,<50
R1200629-15,GÄVLÄXXS,2012-09-14 19:30,100
R1200629-16,GÄVLÄXXS,2012-09-15 09:30,200
R1200629-17,GÄVLÄXXS,2012-09-15 19:30,200
R1200629-18,GÄVLÄXXS,2012-09-16 09:30,100
R1200629-19,GÄVLÄXXS,2012-09-16 19:30,50
R1200629-20,GÄVLÄXXS,2012-09-17 09:30,50
R1200629-21,GÄVLÄXXS,2012-09-17 19:30,<50
R1200629-22,GÄVLÄXXS,2012-09-18 09:30,100
R1200629-23,GÄVLÄXXS,2012-09-18 19:30,50
R1200629-24,GÄVLÄXXS,2012-09-19 09:30,50
R1200629-25,GÄVLÄXXS,2012-09-19 19:30,200
R1200629-26,GÄVLÄXXS,2012-09-20 09:30,100
R1200629-27,GÄVLÄXXS,2012-09-20 19:30,<50
R1200629-28,GÄVLÄXXS,2012-09-21 09:30,<50
R1200629-29,GÄVLÄXXS,2012-09-21 19:30,100
R1200629-30,GÄVLÄXXS,2012-09-22 09:30,<50
R1200629-31,GÄVLÄXXS,2012-09-22 19:30,100
R1200629-32,GÄVLÄXXS,2012-09-23 09:30,<50
R1200629-33,GÄVLÄXXS,2012-09-23 19:30,50
R1200629-34,GÄVLÄXXS,2012-09-24 09:30,200
R1200629-35,GÄVLÄXXS,2012-09-24 19:30,100
R1200629-36,GÄVLÄXXS,2012-09-25 09:30,<50
R1200629-37,GÄVLÄXXS,2012-09-25 19:30,100
R1200629-38,GÄVLÄXXS,2012-09-26 09:30,<50
R1200629-39,GÄVLÄXXS,2012-09-26 19:30,50
R1200629-40,GÄVLÄXXS,2012-09-27 09:30,>400
R1200629-41,GÄVLÄXXS,2012-09-27 19:30,100
R1200629-42,GÄVLÄXXS,2012-09-28 09:30,400
R1200629-43,GÄVLÄXXS,2012-09-28 19:30,50
R1200629-44,GÄVLÄXXS,2012-09-29 09:30,100
R1200629-45,GÄVLÄXXS,2012-09-29 19:30,200
R1200629-46,GÄVLÄXXS,2012-09-30 09:30,400
R1200629-47,GÄVLÄXXS,2012-09-30 19:30,100
R1200629-48,GÄVLÄXXS,2012-10-01 09:30,100
R1200629-49,GÄVLÄXXS,2012-10-01 19:30,100
R1200629-50,GÄVLÄXXS,2012-10-02 09:30,200
R1200629-51,GÄVLÄXXS,2012-10-02 19:30,200
R1200629-52,GÄVLÄXXS,2012-10-03 09:30,200
R1200629-53,GÄVLÄXXS,2012-10-03 19:30,100
R1200629-54,GÄVLÄXXS,2012-10-04 09:30,200
R1200629-55,GÄVLÄXXS,2012-10-04 18:30,50
R1200650-00,GÄVLÄXXS,2012-10-05 09:16,50
R1200650-01,GÄVLÄXXS,2012-10-05 19:16,<50
R1200650-02,GÄVLÄXXS,2012-10-06 09:16,200
R1200650-03,GÄVLÄXXS,2012-10-06 19:16,<50
R1200650-04,GÄVLÄXXS,2012-10-07 09:16,50
R1200650-05,GÄVLÄXXS,2012-10-07 19:16,<50
R1200650-06,GÄVLÄXXS,2012-10-08 09:16,<50
R1200650-07,GÄVLÄXXS,2012-10-08 19:16,<50
R1200650-08,GÄVLÄXXS,2012-10-09 09:16,<50
R1200650-09,GÄVLÄXXS,2012-10-09 19:16,50
R1200650-10,GÄVLÄXXS,2012-10-10 09:16,100
R1200650-11,GÄVLÄXXS,2012-10-10 19:16,<50
R1200650-12,GÄVLÄXXS,2012-10-11 09:16,<50
R1200650-13,GÄVLÄXXS,2012-10-11 19:16,<50
R1200650-14,GÄVLÄXXS,2012-10-12 09:16,50
R1200650-15,GÄVLÄXXS,2012-10-12 19:16,<50
R1200697-49,GÄVLÄXXS,2012-10-12 19:16,<50
R1200650-16,GÄVLÄXXS,2012-10-13 09:16,<50
R1200650-17,GÄVLÄXXS,2012-10-13 19:16,100
R1200650-18,GÄVLÄXXS,2012-10-14 09:16,50
R1200650-19,GÄVLÄXXS,2012-10-14 19:16,50
R1200650-20,GÄVLÄXXS,2012-10-15 09:16,50
R1200650-21,GÄVLÄXXS,2012-10-15 19:16,400
R1200650-22,GÄVLÄXXS,2012-10-16 09:16,400
R1200650-23,GÄVLÄXXS,2012-10-16 19:16,100
R1200650-24,GÄVLÄXXS,2012-10-17 09:16,100
R1200650-25,GÄVLÄXXS,2012-10-17 19:16,50
R1200650-26,GÄVLÄXXS,2012-10-18 09:16,400
R1200697-00,GÄVLÄXXS,2012-10-19 09:22,200
R1200697-01,GÄVLÄXXS,2012-10-19 19:16,50
R1200697-02,GÄVLÄXXS,2012-10-20 09:16,100
R1200697-03,GÄVLÄXXS,2012-10-20 19:16,200
R1200697-04,GÄVLÄXXS,2012-10-21 09:16,50
R1200697-05,GÄVLÄXXS,2012-10-21 19:16,200
R1200697-06,GÄVLÄXXS,2012-10-22 09:16,100
R1200697-07,GÄVLÄXXS,2012-10-22 19:16,100
R1200697-08,GÄVLÄXXS,2012-10-23 09:16,50
R1200697-09,GÄVLÄXXS,2012-10-23 19:16,100
R1200697-10,GÄVLÄXXS,2012-10-24 09:16,<50
R1200697-11,GÄVLÄXXS,2012-10-24 19:16,<50
R1200697-12,GÄVLÄXXS,2012-10-25 09:16,<50
R1200697-13,GÄVLÄXXS,2012-10-25 19:16,50
R1200697-14,GÄVLÄXXS,2012-10-26 09:16,200
R1200697-15,GÄVLÄXXS,2012-10-26 19:16,<50
R1200697-16,GÄVLÄXXS,2012-10-27 09:16,50
R1200697-17,GÄVLÄXXS,2012-10-27 19:16,50
R1200697-18,GÄVLÄXXS,2012-10-28 09:16,100
R1200697-19,GÄVLÄXXS,2012-10-28 19:16,50
R1200697-20,GÄVLÄXXS,2012-10-29 09:16,50
R1200697-21,GÄVLÄXXS,2012-10-29 19:16,100
R1200697-22,GÄVLÄXXS,2012-10-30 09:16,200
R1200697-23,GÄVLÄXXS,2012-10-30 19:16,>400
R1200697-24,GÄVLÄXXS,2012-10-31 09:16,400
R1200697-25,GÄVLÄXXS,2012-10-31 19:16,400
R1200697-26,GÄVLÄXXS,2012-11-01 09:16,400
R1200697-27,GÄVLÄXXS,2012-11-01 19:16,50
R1200697-28,GÄVLÄXXS,2012-11-02 09:16,100
R1200697-29,GÄVLÄXXS,2012-11-02 19:16,<50
R1200697-30,GÄVLÄXXS,2012-11-03 09:16,100
R1200697-31,GÄVLÄXXS,2012-11-03 19:16,400
R1200697-32,GÄVLÄXXS,2012-11-04 09:16,400
R1200697-33,GÄVLÄXXS,2012-11-04 19:16,50
R1200697-34,GÄVLÄXXS,2012-11-05 09:16,100
R1200697-35,GÄVLÄXXS,2012-11-05 19:16,100
R1200697-36,GÄVLÄXXS,2012-11-06 09:16,50
R1200697-37,GÄVLÄXXS,2012-11-06 19:16,400
R1200697-38,GÄVLÄXXS,2012-11-07 09:16,100
R1200697-39,GÄVLÄXXS,2012-11-07 19:16,100
R1200697-40,GÄVLÄXXS,2012-11-08 09:16,200
R1200697-41,GÄVLÄXXS,2012-11-08 19:16,50
R1200697-42,GÄVLÄXXS,2012-11-09 09:16,<50
R1200697-43,GÄVLÄXXS,2012-11-09 19:16,<50
R1200697-44,GÄVLÄXXS,2012-11-10 09:16,50
R1200697-45,GÄVLÄXXS,2012-11-10 19:16,50
R1200697-46,GÄVLÄXXS,2012-11-11 09:16,200
R1200697-47,GÄVLÄXXS,2012-11-11 19:16,50
R1200697-48,GÄVLÄXXS,2012-11-12 09:16,50
R1200700-00,GÄVLÄXXS,2012-11-13 17:57,100
R1200700-01,GÄVLÄXXS,2012-11-14 03:50,50
R1200700-02,GÄVLÄXXS,2012-11-14 17:50,50
R1200700-03,GÄVLÄXXS,2012-11-15 03:50,50
R1200700-04,GÄVLÄXXS,2012-11-15 17:50,<50
R1200700-05,GÄVLÄXXS,2012-11-16 03:50,50
R1200700-06,GÄVLÄXXS,2012-11-16 17:50,<50
R1200700-07,GÄVLÄXXS,2012-11-17 03:50,50
R1200700-08,GÄVLÄXXS,2012-11-17 17:50,<50
R1200700-09,GÄVLÄXXS,2012-11-18 03:50,50
R1200700-10,GÄVLÄXXS,2012-11-18 17:50,<50
R1200700-11,GÄVLÄXXS,2012-11-19 03:50,<50
R1200700-12,GÄVLÄXXS,2012-11-19 17:50,<50
R1200700-13,GÄVLÄXXS,2012-11-20 03:50,<50
R1200700-14,GÄVLÄXXS,2012-11-20 17:50,50
R1200700-15,GÄVLÄXXS,2012-11-21 03:50,<50
R1200700-16,GÄVLÄXXS,2012-11-21 17:50,<50
R1200700-17,GÄVLÄXXS,2012-11-22 03:50,50
R1200700-18,GÄVLÄXXS,2012-11-22 17:50,<50
R1200700-19,GÄVLÄXXS,2012-11-23 03:50,<50
R1200700-20,GÄVLÄXXS,2012-11-23 17:50,50
R1200700-21,GÄVLÄXXS,2012-11-24 03:50,<50
R1200700-22,GÄVLÄXXS,2012-11-24 17:50,<50
R1200700-23,GÄVLÄXXS,2012-11-25 03:50,50
R1200700-24,GÄVLÄXXS,2012-11-25 17:50,50
R1200700-25,GÄVLÄXXS,2012-11-26 03:50,50
R1200700-26,GÄVLÄXXS,2012-11-26 17:50,200
R1200700-27,GÄVLÄXXS,2012-11-27 03:50,>400
R1200700-28,GÄVLÄXXS,2012-11-27 17:50,400
R1200700-29,GÄVLÄXXS,2012-11-28 03:50,100
R1200700-30,GÄVLÄXXS,2012-11-28 17:50,400
R1200700-31,GÄVLÄXXS,2012-11-29 03:50,>400
R1200700-32,GÄVLÄXXS,2012-11-29 17:50,400
R1200700-33,GÄVLÄXXS,2012-11-30 03:50,>400
R1200700-34,GÄVLÄXXS,2012-11-30 17:50,100
R1200700-35,GÄVLÄXXS,2012-12-01 03:50,<50
R1200700-36,GÄVLÄXXS,2012-12-01 17:50,200
R1200700-37,GÄVLÄXXS,2012-12-02 03:50,400
R1200700-38,GÄVLÄXXS,2012-12-02 17:50,200
R1200700-39,GÄVLÄXXS,2012-12-03 03:50,50
R1200700-40,GÄVLÄXXS,2012-12-03 17:50,100
R1200700-41,GÄVLÄXXS,2012-12-04 03:50,<50
R1200700-42,GÄVLÄXXS,2012-12-04 17:50,50
R1200700-43,GÄVLÄXXS,2012-12-05 03:50,<50
R1200700-44,GÄVLÄXXS,2012-12-05 17:50,100
R1200700-45,GÄVLÄXXS,2012-12-06 03:50,100
R1200700-46,GÄVLÄXXS,2012-12-06 17:50,50
R1200700-47,GÄVLÄXXS,2012-12-07 03:50,<50
R1200700-48,GÄVLÄXXS,2012-12-07 17:50,<50
R1200700-49,GÄVLÄXXS,2012-12-08 03:50,<50
R1200700-50,GÄVLÄXXS,2012-12-08 17:50,50
R1200700-51,GÄVLÄXXS,2012-12-09 03:50,50
R1200700-52,GÄVLÄXXS,2012-12-09 17:50,50
R1200700-53,GÄVLÄXXS,2012-12-10 03:50,<50
R1200700-54,GÄVLÄXXS,2012-12-10 17:50,100
R1200724-00,GÄVLÄXXS,2012-12-11 11:57,<50
R1200724-01,GÄVLÄXXS,2012-12-11 21:51,400
R1200724-02,GÄVLÄXXS,2012-12-12 11:51,50
R1200724-03,GÄVLÄXXS,2012-12-12 21:51,50
R1200724-04,GÄVLÄXXS,2012-12-13 11:51,100
R1200724-05,GÄVLÄXXS,2012-12-13 21:51,<50
R1200724-06,GÄVLÄXXS,2012-12-14 11:51,50
R1200724-07,GÄVLÄXXS,2012-12-14 21:51,50
R1200724-08,GÄVLÄXXS,2012-12-15 11:51,50
R1200724-09,GÄVLÄXXS,2012-12-15 21:51,50
R1200724-10,GÄVLÄXXS,2012-12-16 11:51,<50
R1200729-00,GÄVLÄXXS,2012-12-19 08:31,50
R1200729-01,GÄVLÄXXS,2012-12-19 18:25,50
R1200729-02,GÄVLÄXXS,2012-12-20 08:25,50
R1200729-03,GÄVLÄXXS,2012-12-20 18:25,<50
R1200729-04,GÄVLÄXXS,2012-12-21 08:25,50
R1200729-05,GÄVLÄXXS,2012-12-21 18:25,50
R1200729-06,GÄVLÄXXS,2012-12-22 08:25,<50
R1200729-07,GÄVLÄXXS,2012-12-22 18:25,<50
R1200729-08,GÄVLÄXXS,2012-12-23 08:25,50
R1200729-09,GÄVLÄXXS,2012-12-23 18:25,<50
R1200729-10,GÄVLÄXXS,2012-12-24 08:25,<50
R1200729-11,GÄVLÄXXS,2012-12-24 18:25,50
R1200729-12,GÄVLÄXXS,2012-12-25 08:25,<50
R1200729-13,GÄVLÄXXS,2012-12-25 18:25,50
R1200729-14,GÄVLÄXXS,2012-12-26 08:25,100
R1200729-15,GÄVLÄXXS,2012-12-26 18:25,400
R1200729-16,GÄVLÄXXS,2012-12-27 08:25,200
R1200729-17,GÄVLÄXXS,2012-12-27 18:25,50
R1200729-18,GÄVLÄXXS,2012-12-28 08:25,100
R1200729-19,GÄVLÄXXS,2012-12-28 18:25,200
R1200729-20,GÄVLÄXXS,2012-12-29 08:25,100
R1200729-21,GÄVLÄXXS,2012-12-29 18:25,50
R1200729-22,GÄVLÄXXS,2012-12-30 08:25,100
R1200729-23,GÄVLÄXXS,2012-12-30 18:25,50
R1200729-24,GÄVLÄXXS,2012-12-31 08:25,>400
R1200729-25,GÄVLÄXXS,2012-12-31 18:25,200
R1200729-26,GÄVLÄXXS,2013-01-01 08:25,>400
R1200729-27,GÄVLÄXXS,2013-01-01 18:25,200
R1200729-28,GÄVLÄXXS,2013-01-02 08:25,400
R1200729-29,GÄVLÄXXS,2013-01-02 18:25,400
R1200729-30,GÄVLÄXXS,2013-01-03 08:25,200
R1200729-31,GÄVLÄXXS,2013-01-03 18:25,400
R1200729-32,GÄVLÄXXS,2013-01-04 08:25,400
R1200729-33,GÄVLÄXXS,2013-01-04 18:25,100
R1200729-34,GÄVLÄXXS,2013-01-05 08:25,400
R1200729-35,GÄVLÄXXS,2013-01-05 18:25,400
R1200729-36,GÄVLÄXXS,2013-01-06 08:25,200
R1200729-37,GÄVLÄXXS,2013-01-06 18:25,100
R1200729-38,GÄVLÄXXS,2013-01-07 08:25,<50
R1200729-39,GÄVLÄXXS,2013-01-07 18:25,100
R1200729-40,GÄVLÄXXS,2013-01-08 08:25,50
R1200729-41,GÄVLÄXXS,2013-01-08 18:25,200
R1200729-42,GÄVLÄXXS,2013-01-09 08:25,<50
R1200729-43,GÄVLÄXXS,2013-01-09 18:25,100
R1200729-44,GÄVLÄXXS,2013-01-10 08:25,400
R1200729-45,GÄVLÄXXS,2013-01-10 18:25,<50
R1200729-46,GÄVLÄXXS,2013-01-11 08:25,100
R1200729-47,GÄVLÄXXS,2013-01-11 18:25,50
R1200729-48,GÄVLÄXXS,2013-01-12 08:25,100
R1200729-49,GÄVLÄXXS,2013-01-12 18:25,50
R1200729-50,GÄVLÄXXS,2013-01-13 08:25,200
R1200729-51,GÄVLÄXXS,2013-01-13 18:25,100
R1200729-52,GÄVLÄXXS,2013-01-14 08:25,<50
R1200729-53,GÄVLÄXXS,2013-01-14 18:25,<50
R1200729-54,GÄVLÄXXS,2013-01-15 08:25,<50
R1200729-55,GÄVLÄXXS,2013-01-15 17:25,50
R1300373-00,GÄVLÄXXS,2013-01-16 09:47,50
R1300373-01,GÄVLÄXXS,2013-01-16 19:40,<50
R1300373-02,GÄVLÄXXS,2013-01-17 09:40,50
R1300373-03,GÄVLÄXXS,2013-01-17 19:40,<50
R1300373-04,GÄVLÄXXS,2013-01-18 09:40,50
R1300373-05,GÄVLÄXXS,2013-01-18 19:40,50
R1300373-06,GÄVLÄXXS,2013-01-19 09:40,50
R1300373-07,GÄVLÄXXS,2013-01-19 19:40,<50
R1300373-08,GÄVLÄXXS,2013-01-20 09:40,50
R1300373-09,GÄVLÄXXS,2013-01-20 19:40,50
R1300373-10,GÄVLÄXXS,2013-01-21 09:40,100
R1300373-11,GÄVLÄXXS,2013-01-21 19:40,50
R1300373-12,GÄVLÄXXS,2013-01-22 09:40,100
R1300373-13,GÄVLÄXXS,2013-01-22 19:40,<50
R1300373-14,GÄVLÄXXS,2013-01-23 09:40,100
R1300373-15,GÄVLÄXXS,2013-01-23 19:40,<50
R1300373-16,GÄVLÄXXS,2013-01-24 09:40,<50
R1300373-17,GÄVLÄXXS,2013-01-24 19:40,50
R1300373-18,GÄVLÄXXS,2013-01-25 09:40,<50
R1300373-19,GÄVLÄXXS,2013-01-25 19:40,50
R1300373-20,GÄVLÄXXS,2013-01-26 09:40,<50
R1300373-21,GÄVLÄXXS,2013-01-26 19:40,<50
R1300373-22,GÄVLÄXXS,2013-01-27 09:40,<50
R1300373-23,GÄVLÄXXS,2013-01-27 19:40,<50
R1300373-24,GÄVLÄXXS,2013-01-28 09:40,50
R1300373-25,GÄVLÄXXS,2013-01-28 19:40,200
R1300373-26,GÄVLÄXXS,2013-01-29 09:40,200
R1300373-27,GÄVLÄXXS,2013-01-29 19:40,100
R1300373-28,GÄVLÄXXS,2013-01-30 09:40,400
R1300373-29,GÄVLÄXXS,2013-01-30 19:40,50
R1300373-30,GÄVLÄXXS,2013-01-31 09:40,200
R1300373-31,GÄVLÄXXS,2013-01-31 19:40,200
R1300373-32,GÄVLÄXXS,2013-02-01 09:40,400
R1300373-33,GÄVLÄXXS,2013-02-01 19:40,100
R1300373-34,GÄVLÄXXS,2013-02-02 09:40,200
R1300373-35,GÄVLÄXXS,2013-02-02 19:40,50
R1300373-36,GÄVLÄXXS,2013-02-03 09:40,<50
R1300373-37,GÄVLÄXXS,2013-02-03 19:40,50
R1300373-38,GÄVLÄXXS,2013-02-04 09:40,<50
R1300373-39,GÄVLÄXXS,2013-02-04 19:40,100
R1300373-40,GÄVLÄXXS,2013-02-05 09:40,200
R1300373-41,GÄVLÄXXS,2013-02-05 19:40,200
R1300373-42,GÄVLÄXXS,2013-02-06 09:40,50
R1300373-43,GÄVLÄXXS,2013-02-06 19:40,<50
R1300373-44,GÄVLÄXXS,2013-02-07 09:40,50
R1300373-45,GÄVLÄXXS,2013-02-07 19:40,100
R1300373-46,GÄVLÄXXS,2013-02-08 09:40,<50
R1300373-47,GÄVLÄXXS,2013-02-08 19:40,<50
R1300373-48,GÄVLÄXXS,2013-02-09 09:40,<50
R1300373-49,GÄVLÄXXS,2013-02-09 19:40,<50
R1300373-50,GÄVLÄXXS,2013-02-10 09:40,<50
R1300373-51,GÄVLÄXXS,2013-02-10 19:40,<50
R1300373-52,GÄVLÄXXS,2013-02-11 09:40,100
R1300373-53,GÄVLÄXXS,2013-02-11 19:40,100
R1300373-54,GÄVLÄXXS,2013-02-12 09:40,50
R1300373-55,GÄVLÄXXS,2013-02-12 18:40,<50
R1300453-00,GÄVLÄXXS,2013-02-13 10:14,50
R1300453-01,GÄVLÄXXS,2013-02-13 20:08,<50
R1300453-02,GÄVLÄXXS,2013-02-14 10:08,<50
R1300453-03,GÄVLÄXXS,2013-02-14 20:08,<50
R1300453-04,GÄVLÄXXS,2013-02-15 10:08,50
R1300453-05,GÄVLÄXXS,2013-02-15 20:08,100
R1300453-06,GÄVLÄXXS,2013-02-16 10:08,<50
R1300453-07,GÄVLÄXXS,2013-02-16 20:08,<50
R1300453-08,GÄVLÄXXS,2013-02-17 10:08,<50
R1300453-09,GÄVLÄXXS,2013-02-17 20:08,<50
R1300453-10,GÄVLÄXXS,2013-02-18 10:08,50
R1300453-11,GÄVLÄXXS,2013-02-18 20:08,100
R1300453-12,GÄVLÄXXS,2013-02-19 10:08,100
R1300453-13,GÄVLÄXXS,2013-02-19 20:08,100
R1300453-14,GÄVLÄXXS,2013-02-20 10:08,100
R1300453-15,GÄVLÄXXS,2013-02-20 20:08,<50
R1300453-16,GÄVLÄXXS,2013-02-21 10:08,100
R1300453-17,GÄVLÄXXS,2013-02-21 20:08,200
R1300453-18,GÄVLÄXXS,2013-02-22 10:08,<50
R1300453-19,GÄVLÄXXS,2013-02-22 20:08,<50
R1300453-20,GÄVLÄXXS,2013-02-23 10:08,50
R1300453-21,GÄVLÄXXS,2013-02-23 20:08,<50
R1300453-22,GÄVLÄXXS,2013-02-24 10:08,<50
R1300453-23,GÄVLÄXXS,2013-02-24 20:08,50
R1300453-24,GÄVLÄXXS,2013-02-25 10:08,<50
R1300453-25,GÄVLÄXXS,2013-02-25 20:08,<50
R1300453-26,GÄVLÄXXS,2013-02-26 10:08,50
R1300453-27,GÄVLÄXXS,2013-02-26 20:08,<50
R1300453-28,GÄVLÄXXS,2013-02-27 10:08,200
R1300453-29,GÄVLÄXXS,2013-02-27 20:08,100
R1300453-30,GÄVLÄXXS,2013-02-28 10:08,50
R1300453-31,GÄVLÄXXS,2013-02-28 20:08,50
R1300453-32,GÄVLÄXXS,2013-03-01 10:08,50
R1300453-33,GÄVLÄXXS,2013-03-01 20:08,<50
R1300453-34,GÄVLÄXXS,2013-03-02 10:08,50
R1300453-35,GÄVLÄXXS,2013-03-02 20:08,50
R1300453-36,GÄVLÄXXS,2013-03-03 10:08,<50
R1300453-37,GÄVLÄXXS,2013-03-03 20:08,<50
R1300453-38,GÄVLÄXXS,2013-03-04 10:08,100
R1300453-39,GÄVLÄXXS,2013-03-04 20:08,100
R1300453-40,GÄVLÄXXS,2013-03-05 10:08,100
R1300453-41,GÄVLÄXXS,2013-03-05 20:08,50
R1300453-42,GÄVLÄXXS,2013-03-06 10:08,<50
R1300453-43,GÄVLÄXXS,2013-03-06 20:08,<50
R1300453-44,GÄVLÄXXS,2013-03-07 10:08,200
R1300453-45,GÄVLÄXXS,2013-03-07 20:08,<50
R1300453-46,GÄVLÄXXS,2013-03-08 10:08,100
R1300453-47,GÄVLÄXXS,2013-03-08 20:08,<50
R1300453-48,GÄVLÄXXS,2013-03-09 10:08,50
R1300453-49,GÄVLÄXXS,2013-03-09 20:08,50
R1300453-50,GÄVLÄXXS,2013-03-10 10:08,<50
R1300453-51,GÄVLÄXXS,2013-03-10 20:08,<50
R1300453-52,GÄVLÄXXS,2013-03-11 10:08,<50
R1300453-53,GÄVLÄXXS,2013-03-11 20:08,<50
R1300453-54,GÄVLÄXXS,2013-03-12 10:08,50
R1300453-55,GÄVLÄXXS,2013-03-12 19:08,<50
R1300456-00,GÄVLÄXXS,2013-03-13 10:23,<50
R1300456-01,GÄVLÄXXS,2013-03-13 20:17,<50
R1300456-02,GÄVLÄXXS,2013-03-14 10:17,<50
R1300456-03,GÄVLÄXXS,2013-03-14 20:17,50
R1300456-04,GÄVLÄXXS,2013-03-15 10:17,<50
R1300456-05,GÄVLÄXXS,2013-03-15 20:17,<50
R1300456-06,GÄVLÄXXS,2013-03-16 10:17,<50
R1300456-07,GÄVLÄXXS,2013-03-16 20:17,<50
R1300456-08,GÄVLÄXXS,2013-03-17 10:17,<50
R1300456-09,GÄVLÄXXS,2013-03-17 20:17,100
R1300456-10,GÄVLÄXXS,2013-03-18 10:17,<50
R1300456-11,GÄVLÄXXS,2013-03-18 20:17,<50
R1300456-12,GÄVLÄXXS,2013-03-19 10:17,<50
R1300456-13,GÄVLÄXXS,2013-03-19 20:17,50
R1300456-14,GÄVLÄXXS,2013-03-20 10:17,50
R1300456-15,GÄVLÄXXS,2013-03-20 20:17,<50
R1300456-16,GÄVLÄXXS,2013-03-21 10:17,<50
R1300456-17,GÄVLÄXXS,2013-03-21 20:17,<50
R1300456-18,GÄVLÄXXS,2013-03-22 10:17,<50
R1300456-19,GÄVLÄXXS,2013-03-22 20:17,<50
R1300456-20,GÄVLÄXXS,2013-03-23 10:17,50
R1300456-21,GÄVLÄXXS,2013-03-23 20:17,<50
R1300456-22,GÄVLÄXXS,2013-03-24 10:17,50
R1300456-23,GÄVLÄXXS,2013-03-24 20:17,50
R1300456-24,GÄVLÄXXS,2013-03-25 10:17,50
R1300456-25,GÄVLÄXXS,2013-03-25 20:17,<50
R1300456-26,GÄVLÄXXS,2013-03-26 10:17,<50
R1900654-00,GÄVLÄXXS,2013-03-26 20:17,<50
R1900654-01,GÄVLÄXXS,2013-03-27 10:17,50
R1900654-02,GÄVLÄXXS,2013-03-27 20:17,<50
R1900654-03,GÄVLÄXXS,2013-03-28 10:17,50
R1900654-04,GÄVLÄXXS,2013-03-28 20:17,50
R1900654-05,GÄVLÄXXS,2013-03-29 10:17,50
R1900654-06,GÄVLÄXXS,2013-03-29 20:17,<50
R1900654-07,GÄVLÄXXS,2013-03-30 10:17,50
R1900654-08,GÄVLÄXXS,2013-03-30 20:17,<50
R1900654-09,GÄVLÄXXS,2013-03-31 10:17,<50
R1900654-10,GÄVLÄXXS,2013-03-31 20:17,50
R1900654-11,GÄVLÄXXS,2013-04-01 10:17,50
R1900654-12,GÄVLÄXXS,2013-04-01 20:17,<50
R1900654-13,GÄVLÄXXS,2013-04-02 10:17,<50
R1900654-14,GÄVLÄXXS,2013-04-02 20:17,50
R1900654-15,GÄVLÄXXS,2013-04-03 10:17,<50
R1900654-16,GÄVLÄXXS,2013-04-03 20:17,<50
R1900654-17,GÄVLÄXXS,2013-04-04 10:17,50
R1900654-18,GÄVLÄXXS,2013-04-04 20:17,<50
R1900654-19,GÄVLÄXXS,2013-04-05 10:17,50
R1900654-20,GÄVLÄXXS,2013-04-05 20:17,<50
R1900654-21,GÄVLÄXXS,2013-04-06 10:17,<50
R1900654-22,GÄVLÄXXS,2013-04-06 20:17,<50
R1900654-23,GÄVLÄXXS,2013-04-07 10:17,<50
R1900654-24,GÄVLÄXXS,2013-04-07 20:17,<50
R1900654-25,GÄVLÄXXS,2013-04-08 10:17,<50
R1900654-26,GÄVLÄXXS,2013-04-08 20:17,50
R1900654-27,GÄVLÄXXS,2013-04-09 10:17,<50
R1900654-28,GÄVLÄXXS,2013-04-09 19:17,<50
R1300457-00,GÄVLÄXXS,2013-04-11 09:06,<50
R1300457-01,GÄVLÄXXS,2013-04-11 19:00,<50
R1300457-02,GÄVLÄXXS,2013-04-12 09:00,<50
R1300457-03,GÄVLÄXXS,2013-04-12 19:00,<50
R1300457-04,GÄVLÄXXS,2013-04-13 09:00,50
R1300457-05,GÄVLÄXXS,2013-04-13 19:00,50
R1300457-06,GÄVLÄXXS,2013-04-14 09:00,<50
R1300457-07,GÄVLÄXXS,2013-04-14 19:00,<50
R1300457-08,GÄVLÄXXS,2013-04-15 09:00,100
R1300457-09,GÄVLÄXXS,2013-04-15 19:00,<50
R1300457-10,GÄVLÄXXS,2013-04-16 09:00,50
R1300457-11,GÄVLÄXXS,2013-04-16 19:00,<50
R1300457-12,GÄVLÄXXS,2013-04-17 09:00,<50
R1300457-13,GÄVLÄXXS,2013-04-17 19:00,<50
R1300457-14,GÄVLÄXXS,2013-04-18 09:00,50
R1300457-15,GÄVLÄXXS,2013-04-18 19:00,<50
R1300457-16,GÄVLÄXXS,2013-04-19 09:00,50
R1300457-17,GÄVLÄXXS,2013-04-19 19:00,100
R1300457-18,GÄVLÄXXS,2013-04-20 09:00,50
R1300457-19,GÄVLÄXXS,2013-04-20 19:00,50
R1300457-20,GÄVLÄXXS,2013-04-21 09:00,<50
R1300457-21,GÄVLÄXXS,2013-04-21 19:00,<50
