SampleID,Location,Date,Escherichia_coli_per100ml
R1400860-02,GÄVGAXXS,2014-12-10 15:36,400
R1400860-03,GÄVGAXXS,2014-12-11 01:36,>400
R1400860-04,GÄVGAXXS,2014-12-11 15:36,>400
R1400860-05,GÄVGAXXS,2014-12-12 01:36,400
R1400860-06,GÄVGAXXS,2014-12-12 15:36,50
R1400860-07,GÄVGAXXS,2014-12-13 01:36,>400
R1400860-08,GÄVGAXXS,2014-12-13 15:36,400
R1400860-09,GÄVGAXXS,2014-12-14 01:36,100
R1400860-10,GÄVGAXXS,2014-12-14 15:36,50
R1400860-11,GÄVGAXXS,2014-12-15 01:36,400
R1400860-12,GÄVGAXXS,2014-12-15 15:36,>400
R1400860-13,GÄVGAXXS,2014-12-16 01:36,400
R1400860-14,GÄVGAXXS,2014-12-16 15:36,400
R1500382-00,GÄVGAXXS,2014-12-17 13:37,100
R1500382-01,GÄVGAXXS,2014-12-17 23:30,50
R1500382-02,GÄVGAXXS,2014-12-18 13:30,<50
R1500382-03,GÄVGAXXS,2014-12-18 23:30,50
R1500382-04,GÄVGAXXS,2014-12-19 13:30,200
R1500382-05,GÄVGAXXS,2014-12-19 23:30,100
R1500382-06,GÄVGAXXS,2014-12-20 13:30,200
R1500382-07,GÄVGAXXS,2014-12-20 23:30,200
R1500382-08,GÄVGAXXS,2014-12-21 13:30,<50
R1500382-09,GÄVGAXXS,2014-12-21 23:30,200
R1500382-10,GÄVGAXXS,2014-12-22 13:30,100
R1500382-11,GÄVGAXXS,2014-12-22 23:30,<50
R1500382-12,GÄVGAXXS,2014-12-23 13:30,100
R1500382-13,GÄVGAXXS,2014-12-23 23:30,100
R1500382-14,GÄVGAXXS,2014-12-24 13:30,100
R1500382-15,GÄVGAXXS,2014-12-24 23:30,50
R1500382-16,GÄVGAXXS,2014-12-25 13:30,<50
R1500382-17,GÄVGAXXS,2014-12-25 23:30,<50
R1500382-18,GÄVGAXXS,2014-12-26 13:30,50
R1500382-19,GÄVGAXXS,2014-12-26 23:30,200
R1500382-20,GÄVGAXXS,2014-12-27 13:30,50
R1500382-21,GÄVGAXXS,2014-12-27 23:30,<50
R1500382-22,GÄVGAXXS,2014-12-28 13:30,<50
R1500382-23,GÄVGAXXS,2014-12-28 23:30,<50
R1500382-24,GÄVGAXXS,2014-12-29 13:30,<50
R1500382-25,GÄVGAXXS,2014-12-29 23:30,<50
R1500382-26,GÄVGAXXS,2014-12-30 13:30,50
R1500382-27,GÄVGAXXS,2014-12-30 23:30,<50
R1500382-28,GÄVGAXXS,2014-12-31 13:30,100
R1500382-29,GÄVGAXXS,2014-12-31 23:30,<50
R1500382-30,GÄVGAXXS,2015-01-01 13:30,100
R1500382-31,GÄVGAXXS,2015-01-01 23:30,50
R1500382-32,GÄVGAXXS,2015-01-02 13:30,400
R1500382-33,GÄVGAXXS,2015-01-02 23:30,400
R1500382-34,GÄVGAXXS,2015-01-03 13:30,400
R1500382-35,GÄVGAXXS,2015-01-03 23:30,100
R1500382-36,GÄVGAXXS,2015-01-04 13:30,100
R1500382-37,GÄVGAXXS,2015-01-04 23:30,50
R1500382-38,GÄVGAXXS,2015-01-05 13:30,50
R1500382-39,GÄVGAXXS,2015-01-05 23:30,50
R1500382-40,GÄVGAXXS,2015-01-06 13:30,<50
R1500382-41,GÄVGAXXS,2015-01-06 23:30,50
R1500382-42,GÄVGAXXS,2015-01-07 13:30,50
R1500382-43,GÄVGAXXS,2015-01-07 23:30,<50
R1500382-44,GÄVGAXXS,2015-01-08 13:30,200
R1500382-45,GÄVGAXXS,2015-01-08 23:30,<50
R1500382-46,GÄVGAXXS,2015-01-09 13:30,<50
R1500382-47,GÄVGAXXS,2015-01-09 23:30,100
R1500418-00,GÄVGAXXS,2015-01-12 13:52,200
R1500418-01,GÄVGAXXS,2015-01-12 23:45,>400
R1500418-02,GÄVGAXXS,2015-01-13 13:45,200
R1500418-03,GÄVGAXXS,2015-01-13 23:45,200
R1500419-00,GÄVGAXXS,2015-01-14 13:17,100
R1500419-01,GÄVGAXXS,2015-01-14 23:11,<50
R1500419-02,GÄVGAXXS,2015-01-15 13:11,100
R1500419-03,GÄVGAXXS,2015-01-15 23:11,50
R1500419-04,GÄVGAXXS,2015-01-16 13:11,200
R1500419-05,GÄVGAXXS,2015-01-16 23:11,400
R1500419-06,GÄVGAXXS,2015-01-17 13:11,400
R1500419-07,GÄVGAXXS,2015-01-17 23:11,50
R1500419-08,GÄVGAXXS,2015-01-18 13:11,<50
R1500419-09,GÄVGAXXS,2015-01-18 23:11,<50
R1500419-10,GÄVGAXXS,2015-01-19 13:11,50
R1500419-11,GÄVGAXXS,2015-01-19 23:11,100
R1500419-12,GÄVGAXXS,2015-01-20 13:11,50
R1500419-13,GÄVGAXXS,2015-01-20 23:11,50
R1500419-14,GÄVGAXXS,2015-01-21 13:11,100
R1500419-15,GÄVGAXXS,2015-01-21 23:11,<50
R1500419-16,GÄVGAXXS,2015-01-22 13:11,100
R1500419-17,GÄVGAXXS,2015-01-22 23:11,<50
R1500419-18,GÄVGAXXS,2015-01-23 13:11,50
R1500419-19,GÄVGAXXS,2015-01-23 23:11,<50
R1500419-20,GÄVGAXXS,2015-01-24 13:11,100
R1500419-21,GÄVGAXXS,2015-01-24 23:11,<50
R1500419-22,GÄVGAXXS,2015-01-25 13:11,<50
R1500419-23,GÄVGAXXS,2015-01-25 23:11,50
R1500419-24,GÄVGAXXS,2015-01-26 13:11,100
R1500419-25,GÄVGAXXS,2015-01-26 23:11,>400
R1500419-26,GÄVGAXXS,2015-01-27 13:11,400
R1500419-27,GÄVGAXXS,2015-01-27 23:11,100
R1500419-28,GÄVGAXXS,2015-01-28 13:11,200
R1500419-29,GÄVGAXXS,2015-01-28 23:11,100
R1500419-30,GÄVGAXXS,2015-01-29 13:11,200
R1500419-31,GÄVGAXXS,2015-01-29 23:11,200
R1500419-32,GÄVGAXXS,2015-01-30 13:11,400
R1500419-33,GÄVGAXXS,2015-01-30 23:11,100
R1500419-34,GÄVGAXXS,2015-01-31 13:11,100
R1500419-35,GÄVGAXXS,2015-01-31 23:11,<50
R1500419-36,GÄVGAXXS,2015-02-01 13:11,<50
R1500419-37,GÄVGAXXS,2015-02-01 23:11,<50
R1500419-38,GÄVGAXXS,2015-02-02 13:11,50
R1500419-39,GÄVGAXXS,2015-02-02 23:11,<50
R1500419-40,GÄVGAXXS,2015-02-03 13:11,<50
R1500419-41,GÄVGAXXS,2015-02-03 23:11,50
R1500419-42,GÄVGAXXS,2015-02-04 13:11,<50
R1500419-43,GÄVGAXXS,2015-02-04 23:11,<50
R1500419-44,GÄVGAXXS,2015-02-05 13:11,50
R1500419-45,GÄVGAXXS,2015-02-05 23:11,<50
R1500419-46,GÄVGAXXS,2015-02-06 13:11,50
R1500419-47,GÄVGAXXS,2015-02-06 23:11,<50
R1500419-48,GÄVGAXXS,2015-02-07 13:11,50
R1500419-49,GÄVGAXXS,2015-02-07 23:11,<50
R1500419-50,GÄVGAXXS,2015-02-08 13:11,50
R1500419-51,GÄVGAXXS,2015-02-08 23:11,100
R1500419-52,GÄVGAXXS,2015-02-09 13:11,100
R1500419-53,GÄVGAXXS,2015-02-09 23:11,<50
R1500419-54,GÄVGAXXS,2015-02-10 13:11,50
R1500419-55,GÄVGAXXS,2015-02-10 22:11,<50
R1500420-00,GÄVGAXXS,2015-02-11 12:28,200
R1500420-01,GÄVGAXXS,2015-02-11 22:22,50
R1500420-02,GÄVGAXXS,2015-02-12 12:22,200
R1500420-03,GÄVGAXXS,2015-02-12 22:22,50
R1500420-04,GÄVGAXXS,2015-02-13 12:22,<50
R1500420-05,GÄVGAXXS,2015-02-13 22:22,<50
R1500420-06,GÄVGAXXS,2015-02-14 12:22,<50
R1500420-07,GÄVGAXXS,2015-02-14 22:22,<50
R1500420-08,GÄVGAXXS,2015-02-15 12:22,<50
R1500420-09,GÄVGAXXS,2015-02-15 22:22,<50
R1500420-10,GÄVGAXXS,2015-02-16 12:22,<50
R1500420-11,GÄVGAXXS,2015-02-16 22:22,100
R1500420-12,GÄVGAXXS,2015-02-17 12:22,200
R1500420-13,GÄVGAXXS,2015-02-17 22:22,<50
R1500420-14,GÄVGAXXS,2015-02-18 12:22,<50
R1500420-15,GÄVGAXXS,2015-02-18 22:22,<50
R1500420-16,GÄVGAXXS,2015-02-19 12:22,100
R1500420-17,GÄVGAXXS,2015-02-19 22:22,<50
R1500420-18,GÄVGAXXS,2015-02-20 12:22,<50
R1500420-19,GÄVGAXXS,2015-02-20 22:22,100
R1500420-20,GÄVGAXXS,2015-02-21 12:22,<50
R1500420-21,GÄVGAXXS,2015-02-21 22:22,50
R1500420-22,GÄVGAXXS,2015-02-22 12:22,<50
R1500420-23,GÄVGAXXS,2015-02-22 22:22,<50
R1500420-24,GÄVGAXXS,2015-02-23 12:22,50
R1500420-25,GÄVGAXXS,2015-02-23 22:22,50
R1500420-26,GÄVGAXXS,2015-02-24 12:22,50
R1500420-27,GÄVGAXXS,2015-02-24 22:22,200
R1500420-28,GÄVGAXXS,2015-02-25 12:22,50
R1500420-29,GÄVGAXXS,2015-02-25 22:22,<50
R1500420-30,GÄVGAXXS,2015-02-26 12:22,<50
R1500420-31,GÄVGAXXS,2015-02-26 22:22,100
R1500420-32,GÄVGAXXS,2015-02-27 12:22,<50
R1500420-33,GÄVGAXXS,2015-02-27 22:22,<50
R1500420-34,GÄVGAXXS,2015-02-28 12:22,<50
R1500420-35,GÄVGAXXS,2015-02-28 22:22,<50
R1500420-36,GÄVGAXXS,2015-03-01 12:22,50
R1500420-37,GÄVGAXXS,2015-03-01 22:22,100
R1500420-38,GÄVGAXXS,2015-03-02 12:22,200
R1500420-39,GÄVGAXXS,2015-03-02 22:22,50
R1500420-40,GÄVGAXXS,2015-03-03 12:22,50
R1500420-41,GÄVGAXXS,2015-03-03 22:22,200
R1500420-42,GÄVGAXXS,2015-03-04 12:22,<50
R1500420-43,GÄVGAXXS,2015-03-04 22:22,<50
R1500420-44,GÄVGAXXS,2015-03-05 12:22,100
R1500420-45,GÄVGAXXS,2015-03-05 22:22,<50
R1500420-46,GÄVGAXXS,2015-03-06 12:22,<50
R1500420-47,GÄVGAXXS,2015-03-06 22:22,100
R1500420-48,GÄVGAXXS,2015-03-07 12:22,50
R1500420-49,GÄVGAXXS,2015-03-07 22:22,50
R1500420-50,GÄVGAXXS,2015-03-08 12:22,<50
R1500420-51,GÄVGAXXS,2015-03-08 22:22,<50
R1500420-52,GÄVGAXXS,2015-03-09 12:22,<50
R1500420-53,GÄVGAXXS,2015-03-09 22:22,50
R1500420-54,GÄVGAXXS,2015-03-10 12:22,50
R1500420-55,GÄVGAXXS,2015-03-10 21:22,50
R1500518-00,GÄVGAXXS,2015-03-11 12:02,50
R1500518-01,GÄVGAXXS,2015-03-11 21:55,<50
R1500518-02,GÄVGAXXS,2015-03-12 11:55,50
R1500518-03,GÄVGAXXS,2015-03-12 21:55,100
R1500518-04,GÄVGAXXS,2015-03-13 11:55,200
R1500518-05,GÄVGAXXS,2015-03-13 21:55,<50
R1500518-06,GÄVGAXXS,2015-03-14 11:55,100
R1500518-07,GÄVGAXXS,2015-03-14 21:55,<50
R1500518-08,GÄVGAXXS,2015-03-15 11:55,<50
R1500518-09,GÄVGAXXS,2015-03-15 21:55,50
R1500518-10,GÄVGAXXS,2015-03-16 11:55,50
R1500518-11,GÄVGAXXS,2015-03-16 21:55,100
R1500518-12,GÄVGAXXS,2015-03-17 11:55,100
R1500518-13,GÄVGAXXS,2015-03-17 21:55,<50
R1500518-14,GÄVGAXXS,2015-03-18 11:55,50
R1500518-15,GÄVGAXXS,2015-03-18 21:55,<50
R1500518-16,GÄVGAXXS,2015-03-19 11:55,<50
R1500518-17,GÄVGAXXS,2015-03-19 21:55,<50
R1500518-18,GÄVGAXXS,2015-03-20 11:55,<50
R1500518-19,GÄVGAXXS,2015-03-20 21:55,<50
R1500518-20,GÄVGAXXS,2015-03-21 11:55,50
R1500518-21,GÄVGAXXS,2015-03-21 21:55,<50
R1500518-22,GÄVGAXXS,2015-03-22 11:55,50
R1500518-23,GÄVGAXXS,2015-03-22 21:55,<50
R1500518-24,GÄVGAXXS,2015-03-23 11:55,<50
R1500518-25,GÄVGAXXS,2015-03-23 21:55,<50
R1500518-26,GÄVGAXXS,2015-03-24 11:55,<50
R1500518-27,GÄVGAXXS,2015-03-24 21:55,<50
R1500518-28,GÄVGAXXS,2015-03-25 11:55,<50
R1500518-29,GÄVGAXXS,2015-03-25 21:55,<50
R1500518-30,GÄVGAXXS,2015-03-26 11:55,200
R1500518-31,GÄVGAXXS,2015-03-26 21:55,100
R1500518-32,GÄVGAXXS,2015-03-27 11:55,100
R1500518-33,GÄVGAXXS,2015-03-27 21:55,<50
R1500518-34,GÄVGAXXS,2015-03-28 11:55,<50
R1500518-35,GÄVGAXXS,2015-03-28 21:55,<50
R1500518-36,GÄVGAXXS,2015-03-29 11:55,100
R1500518-37,GÄVGAXXS,2015-03-29 21:55,<50
R1500518-38,GÄVGAXXS,2015-03-30 11:55,<50
R1500518-39,GÄVGAXXS,2015-03-30 21:55,50
R1500518-40,GÄVGAXXS,2015-03-31 11:55,50
R1500518-41,GÄVGAXXS,2015-03-31 21:55,50
R1500518-42,GÄVGAXXS,2015-04-01 11:55,<50
R1500518-43,GÄVGAXXS,2015-04-01 21:55,50
R1500518-44,GÄVGAXXS,2015-04-02 11:55,<50
R1500518-45,GÄVGAXXS,2015-04-02 21:55,<50
R1500518-46,GÄVGAXXS,2015-04-03 11:55,50
R1500518-47,GÄVGAXXS,2015-04-03 21:55,<50
R1500518-48,GÄVGAXXS,2015-04-04 11:55,<50
R1500518-49,GÄVGAXXS,2015-04-04 21:55,<50
R1500518-50,GÄVGAXXS,2015-04-05 11:55,<50
R1500518-51,GÄVGAXXS,2015-04-05 21:55,50
R1500518-52,GÄVGAXXS,2015-04-06 11:55,<50
R1500518-53,GÄVGAXXS,2015-04-06 21:55,<50
R1500518-54,GÄVGAXXS,2015-04-07 11:55,50
R1500518-55,GÄVGAXXS,2015-04-07 20:55,<50
R1500519-00,GÄVGAXXS,2015-04-08 14:11,<50
R1500519-01,GÄVGAXXS,2015-04-09 00:05,50
R1500519-02,GÄVGAXXS,2015-04-09 14:05,<50
R1500519-03,GÄVGAXXS,2015-04-10 00:05,50
R1500519-04,GÄVGAXXS,2015-04-10 14:05,<50
R1500519-05,GÄVGAXXS,2015-04-11 00:05,<50
R1500519-06,GÄVGAXXS,2015-04-11 14:05,50
R1500519-07,GÄVGAXXS,2015-04-12 00:05,<50
R1500519-08,GÄVGAXXS,2015-04-12 14:05,<50
R1500519-09,GÄVGAXXS,2015-04-13 00:05,<50
R1500519-10,GÄVGAXXS,2015-04-13 14:05,50
R1500519-11,GÄVGAXXS,2015-04-14 00:05,<50
R1500519-12,GÄVGAXXS,2015-04-14 14:05,100
R1500519-13,GÄVGAXXS,2015-04-15 00:05,50
R1500519-14,GÄVGAXXS,2015-04-15 14:05,<50
R1500519-15,GÄVGAXXS,2015-04-16 00:05,50
R1500519-16,GÄVGAXXS,2015-04-16 14:05,<50
R1500519-17,GÄVGAXXS,2015-04-17 00:05,<50
R1500519-18,GÄVGAXXS,2015-04-17 14:05,50
R1500519-19,GÄVGAXXS,2015-04-18 00:05,<50
R1500519-20,GÄVGAXXS,2015-04-18 14:05,50
R1500519-21,GÄVGAXXS,2015-04-19 00:05,<50
R1500519-22,GÄVGAXXS,2015-04-19 14:05,<50
R1500519-23,GÄVGAXXS,2015-04-20 00:05,<50
R1500519-24,GÄVGAXXS,2015-04-20 14:05,<50
R1500519-25,GÄVGAXXS,2015-04-21 00:05,<50
R1500521-00,GÄVGAXXS,2015-04-21 16:35,<50
R1500521-01,GÄVGAXXS,2015-04-22 02:29,50
R1500521-02,GÄVGAXXS,2015-04-22 16:29,50
R1500521-03,GÄVGAXXS,2015-04-23 02:29,<50
R1500521-04,GÄVGAXXS,2015-04-23 16:29,<50
R1500521-05,GÄVGAXXS,2015-04-24 02:29,50
R1500521-06,GÄVGAXXS,2015-04-24 16:29,<50
R1500521-07,GÄVGAXXS,2015-04-25 02:29,<50
R1500521-08,GÄVGAXXS,2015-04-25 16:29,50
R1500521-09,GÄVGAXXS,2015-04-26 02:29,100
R1500521-10,GÄVGAXXS,2015-04-26 16:29,50
R1500521-11,GÄVGAXXS,2015-04-27 02:29,<50
R1500523-00,GÄVGAXXS,2015-04-28 15:39,50
R1500523-01,GÄVGAXXS,2015-04-29 01:32,<50
R1500523-02,GÄVGAXXS,2015-04-29 15:32,<50
R1500523-03,GÄVGAXXS,2015-04-30 01:32,<50
R1500523-04,GÄVGAXXS,2015-04-30 15:32,<50
R1500523-05,GÄVGAXXS,2015-05-01 01:32,<50
R1500523-06,GÄVGAXXS,2015-05-01 15:32,<50
R1500523-07,GÄVGAXXS,2015-05-02 01:32,<50
R1500523-08,GÄVGAXXS,2015-05-02 15:32,<50
R1500523-09,GÄVGAXXS,2015-05-03 01:32,<50
R1500523-10,GÄVGAXXS,2015-05-03 15:32,<50
R1500523-11,GÄVGAXXS,2015-05-04 01:32,<50
R1500523-12,GÄVGAXXS,2015-05-04 15:32,200
R1500523-13,GÄVGAXXS,2015-05-05 01:32,50
R1500523-14,GÄVGAXXS,2015-05-05 15:32,100
R1500523-15,GÄVGAXXS,2015-05-06 01:32,400
R1500523-16,GÄVGAXXS,2015-05-06 15:32,100
R1500523-17,GÄVGAXXS,2015-05-07 01:32,50
R1500523-18,GÄVGAXXS,2015-05-07 15:32,400
R1500523-19,GÄVGAXXS,2015-05-08 01:32,<50
R1500523-20,GÄVGAXXS,2015-05-08 15:32,50
R1500523-21,GÄVGAXXS,2015-05-09 01:32,50
R1500523-22,GÄVGAXXS,2015-05-09 15:32,50
R1500523-23,GÄVGAXXS,2015-05-10 01:32,100
R1500523-24,GÄVGAXXS,2015-05-10 15:32,50
R1500523-25,GÄVGAXXS,2015-05-11 01:32,<50
R1500523-26,GÄVGAXXS,2015-05-11 15:32,<50
R1500523-27,GÄVGAXXS,2015-05-12 01:32,<50
R1500524-00,GÄVGAXXS,2015-05-13 09:26,50
R1500524-01,GÄVGAXXS,2015-05-13 19:20,<50
R1500524-02,GÄVGAXXS,2015-05-14 09:20,50
R1500524-03,GÄVGAXXS,2015-05-14 19:20,<50
R1500524-04,GÄVGAXXS,2015-05-15 09:20,<50
R1500524-05,GÄVGAXXS,2015-05-15 19:20,<50
R1500524-06,GÄVGAXXS,2015-05-16 09:20,<50
R1500524-07,GÄVGAXXS,2015-05-16 19:20,50
R1500524-08,GÄVGAXXS,2015-05-17 09:20,<50
R1500524-09,GÄVGAXXS,2015-05-17 19:20,<50
R1500524-10,GÄVGAXXS,2015-05-18 09:20,50
R1500524-11,GÄVGAXXS,2015-05-18 19:20,<50
R1500524-12,GÄVGAXXS,2015-05-19 09:20,<50
R1500524-13,GÄVGAXXS,2015-05-19 19:20,50
R1500524-14,GÄVGAXXS,2015-05-20 09:20,<50
R1500524-15,GÄVGAXXS,2015-05-20 19:20,<50
R1500537-00,GÄVGAXXS,2015-05-27 13:04,50
R1500537-01,GÄVGAXXS,2015-05-27 22:57,50
R1500537-02,GÄVGAXXS,2015-05-28 12:57,<50
R1500537-03,GÄVGAXXS,2015-05-28 22:57,50
R1500537-04,GÄVGAXXS,2015-05-29 12:57,<50
R1500537-05,GÄVGAXXS,2015-05-29 22:57,50
R1500537-06,GÄVGAXXS,2015-05-30 12:57,100
R1500537-07,GÄVGAXXS,2015-05-30 22:57,<50
R1500537-08,GÄVGAXXS,2015-05-31 12:57,<50
R1500537-09,GÄVGAXXS,2015-05-31 22:57,50
R1500537-10,GÄVGAXXS,2015-06-01 12:57,100
R1500537-11,GÄVGAXXS,2015-06-01 22:57,50
R1500537-12,GÄVGAXXS,2015-06-02 12:57,50
R1500537-13,GÄVGAXXS,2015-06-02 22:57,>400
R1500537-14,GÄVGAXXS,2015-06-03 12:57,100
R1500537-15,GÄVGAXXS,2015-06-03 22:57,100
R1500537-16,GÄVGAXXS,2015-06-04 12:57,<50
R1500537-17,GÄVGAXXS,2015-06-04 22:57,50
R1500537-18,GÄVGAXXS,2015-06-05 12:57,<50
R1500537-19,GÄVGAXXS,2015-06-05 22:57,50
R1500537-20,GÄVGAXXS,2015-06-06 12:57,<50
R1500537-21,GÄVGAXXS,2015-06-06 22:57,<50
R1500537-22,GÄVGAXXS,2015-06-07 12:57,<50
R1500537-23,GÄVGAXXS,2015-06-07 22:57,50
R1500537-24,GÄVGAXXS,2015-06-08 12:57,<50
R1500537-25,GÄVGAXXS,2015-06-08 22:57,<50
R1500537-26,GÄVGAXXS,2015-06-09 12:57,<50
R1500537-27,GÄVGAXXS,2015-06-09 22:57,<50
R1500537-28,GÄVGAXXS,2015-06-10 12:57,<50
R1500537-29,GÄVGAXXS,2015-06-10 22:57,<50
R1500537-30,GÄVGAXXS,2015-06-11 12:57,<50
R1500537-31,GÄVGAXXS,2015-06-11 22:57,<50
R1500537-32,GÄVGAXXS,2015-06-12 12:57,<50
R1500537-33,GÄVGAXXS,2015-06-12 22:57,<50
R1500537-34,GÄVGAXXS,2015-06-13 12:57,<50
R1500537-35,GÄVGAXXS,2015-06-13 22:57,<50
R1500537-36,GÄVGAXXS,2015-06-14 12:57,100
R1500537-37,GÄVGAXXS,2015-06-14 22:57,<50
R1500537-38,GÄVGAXXS,2015-06-15 12:57,<50
R1500537-39,GÄVGAXXS,2015-06-15 22:57,50
R1500537-40,GÄVGAXXS,2015-06-16 12:57,<50
R1500537-41,GÄVGAXXS,2015-06-16 22:57,50
R1500537-42,GÄVGAXXS,2015-06-17 12:57,<50
R1500537-43,GÄVGAXXS,2015-06-17 22:57,200
R1500537-44,GÄVGAXXS,2015-06-18 12:57,100
R1500537-45,GÄVGAXXS,2015-06-18 22:57,<50
R1500537-46,GÄVGAXXS,2015-06-19 12:57,<50
R1500537-47,GÄVGAXXS,2015-06-19 22:57,50
R1500537-48,GÄVGAXXS,2015-06-20 12:57,<50
R1500537-49,GÄVGAXXS,2015-06-20 22:57,100
R1500537-50,GÄVGAXXS,2015-06-21 12:57,<50
R1500537-51,GÄVGAXXS,2015-06-21 22:57,<50
R1500537-52,GÄVGAXXS,2015-06-22 12:57,<50
R1500537-53,GÄVGAXXS,2015-06-22 22:57,200
R1500537-54,GÄVGAXXS,2015-06-23 12:57,50
R1500537-55,GÄVGAXXS,2015-06-23 21:57,<50
R1500539-00,GÄVGAXXS,2015-06-25 09:36,50
R1500539-01,GÄVGAXXS,2015-06-25 19:29,<50
R1500539-02,GÄVGAXXS,2015-06-26 09:29,<50
R1500539-03,GÄVGAXXS,2015-06-26 19:29,<50
R1500539-04,GÄVGAXXS,2015-06-27 09:29,<50
R1500539-05,GÄVGAXXS,2015-06-27 19:29,50
R1500539-06,GÄVGAXXS,2015-06-28 09:29,<50
R1500539-07,GÄVGAXXS,2015-06-28 19:29,50
R1500539-08,GÄVGAXXS,2015-06-29 09:29,100
R1500539-09,GÄVGAXXS,2015-06-29 19:29,<50
R1500539-10,GÄVGAXXS,2015-06-30 09:29,<50
R1500539-11,GÄVGAXXS,2015-06-30 19:29,<50
R1500575-00,GÄVGAXXS,2015-07-01 14:08,<50
R1500575-01,GÄVGAXXS,2015-07-02 00:01,50
R1500575-02,GÄVGAXXS,2015-07-02 14:01,<50
R1500575-03,GÄVGAXXS,2015-07-03 00:01,50
R1500575-04,GÄVGAXXS,2015-07-03 14:01,50
R1500575-05,GÄVGAXXS,2015-07-04 00:01,50
R1500575-06,GÄVGAXXS,2015-07-04 14:01,50
R1500575-07,GÄVGAXXS,2015-07-05 00:01,<50
R1500575-08,GÄVGAXXS,2015-07-05 14:01,50
R1500575-09,GÄVGAXXS,2015-07-06 00:01,<50
R1500575-10,GÄVGAXXS,2015-07-06 14:01,50
R1500575-11,GÄVGAXXS,2015-07-07 00:01,50
R1500575-12,GÄVGAXXS,2015-07-07 14:01,50
R1500575-13,GÄVGAXXS,2015-07-08 00:01,100
R1500575-14,GÄVGAXXS,2015-07-08 14:01,50
R1500575-15,GÄVGAXXS,2015-07-09 00:01,100
R1500575-16,GÄVGAXXS,2015-07-09 14:01,200
R1500575-17,GÄVGAXXS,2015-07-10 00:01,50
R1500575-18,GÄVGAXXS,2015-07-10 14:01,<50
R1500575-19,GÄVGAXXS,2015-07-11 00:01,<50
R1500575-20,GÄVGAXXS,2015-07-11 14:01,<50
R1500575-21,GÄVGAXXS,2015-07-12 00:01,<50
R1500575-22,GÄVGAXXS,2015-07-12 14:01,<50
R1500575-23,GÄVGAXXS,2015-07-13 00:01,<50
R1500575-24,GÄVGAXXS,2015-07-13 14:01,<50
R1500575-25,GÄVGAXXS,2015-07-14 00:01,<50
R1500575-26,GÄVGAXXS,2015-07-14 14:01,<50
R1500575-27,GÄVGAXXS,2015-07-15 00:01,50
R1500575-28,GÄVGAXXS,2015-07-15 14:01,<50
R1500575-29,GÄVGAXXS,2015-07-16 00:01,<50
R1500575-30,GÄVGAXXS,2015-07-16 14:01,<50
R1500575-31,GÄVGAXXS,2015-07-17 00:01,100
R1500575-32,GÄVGAXXS,2015-07-17 14:01,100
R1500575-33,GÄVGAXXS,2015-07-18 00:01,<50
R1500575-34,GÄVGAXXS,2015-07-18 14:01,100
R1500575-35,GÄVGAXXS,2015-07-19 00:01,50
R1500575-36,GÄVGAXXS,2015-07-19 14:01,50
R1500575-37,GÄVGAXXS,2015-07-20 00:01,50
R1500575-38,GÄVGAXXS,2015-07-20 14:01,50
R1500575-39,GÄVGAXXS,2015-07-21 00:01,<50
R1500575-40,GÄVGAXXS,2015-07-21 14:01,<50
R1500575-41,GÄVGAXXS,2015-07-22 00:01,<50
R1500575-42,GÄVGAXXS,2015-07-22 14:01,50
R1500575-43,GÄVGAXXS,2015-07-23 00:01,50
R1500575-44,GÄVGAXXS,2015-07-23 14:01,<50
R1500575-45,GÄVGAXXS,2015-07-24 00:01,<50
R1500575-46,GÄVGAXXS,2015-07-24 14:01,<50
R1500575-47,GÄVGAXXS,2015-07-25 00:01,<50
R1500575-48,GÄVGAXXS,2015-07-25 14:01,<50
R1500575-49,GÄVGAXXS,2015-07-26 00:01,100
R1500575-50,GÄVGAXXS,2015-07-26 14:01,200
R1500575-51,GÄVGAXXS,2015-07-27 00:01,200
R1500575-52,GÄVGAXXS,2015-07-27 14:01,100
R1500575-53,GÄVGAXXS,2015-07-28 00:01,50
R1500575-54,GÄVGAXXS,2015-07-28 14:01,50
R1500575-55,GÄVGAXXS,2015-07-28 23:01,100
R1500576-00,GÄVGAXXS,2015-07-29 14:46,>400
R1500576-01,GÄVGAXXS,2015-07-30 00:39,<50
R1500576-02,GÄVGAXXS,2015-07-31 02:29,<50
R1500579-00,GÄVGAXXS,2015-07-31 15:21,<50
R1500579-01,GÄVGAXXS,2015-08-01 01:14,200
R1500579-02,GÄVGAXXS,2015-08-01 15:14,50
R1500579-03,GÄVGAXXS,2015-08-02 01:14,<50
R1500579-04,GÄVGAXXS,2015-08-02 15:14,<50
R1500579-05,GÄVGAXXS,2015-08-03 01:14,50
R1500579-06,GÄVGAXXS,2015-08-03 15:14,100
R1500579-07,GÄVGAXXS,2015-08-04 01:14,<50
R1500579-08,GÄVGAXXS,2015-08-04 15:14,<50
R1500579-09,GÄVGAXXS,2015-08-05 01:14,<50
R1500579-10,GÄVGAXXS,2015-08-05 15:14,50
R1500613-00,GÄVGAXXS,2015-08-06 08:43,100
R1500613-01,GÄVGAXXS,2015-08-06 18:37,<50
R1500613-02,GÄVGAXXS,2015-08-07 08:37,50
R1500613-03,GÄVGAXXS,2015-08-07 18:37,50
R1500613-04,GÄVGAXXS,2015-08-08 08:37,<50
