Location,Date,Coliforms_/100ml,E. coli_/100ml,Clostridia_/100ml,EnterococciMF_/100ml,EnterococciMPN_/100ml,Coliphages_/100ml,Turbidity_FNU,Conductivity_mS/m,Temperature_C,Colour_mg/lPt,Colour410nm_mg/lPt
GÄVGAXXS,2013-11-07 09:45,1800,350,39,NA,NA,NA,NA,NA,8.4,NA,NA
GÄVGAXXS,2013-11-11 14:20,4400,860,62,NA,NA,184,NA,NA,7,NA,NA
GÄVGAXXS,2013-11-12 10:55,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
GÄVGAXXS,2013-11-14 09:51,5500,220,71,NA,NA,NA,6,8.62,6.7,NA,NA
GÄVGAXXS,2013-11-18 13:00,1900,160,19,NA,NA,30,NA,NA,7,NA,NA
GÄVGAXXS,2013-11-21 10:00,560,74,8,NA,NA,NA,NA,NA,6.7,NA,NA
GÄVGAXXS,2013-11-25 14:10,810,160,22,NA,NA,18,NA,NA,4.7,NA,NA
GÄVGAXXS,2013-11-28 10:40,2000,74,16,NA,NA,NA,NA,NA,4.4,NA,NA
GÄVGAXXS,2013-12-02 13:20,1100,120,13,NA,NA,48,NA,NA,3.9,NA,NA
GÄVGAXXS,2013-12-05 09:30,560,73,26,NA,NA,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2013-12-09 13:10,960,250,37,59,NA,34,8.4,NA,2.8,NA,NA
GÄVGAXXS,2013-12-12 09:35,2000,440,38,NA,NA,NA,7.9,9,3.1,NA,NA
GÄVGAXXS,2013-12-16 14:10,2400,580,64,NA,NA,99,NA,NA,3.8,NA,NA
GÄVGAXXS,2013-12-17 11:00,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2013-12-19 08:40,420,150,19,NA,NA,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2013-12-23 15:36,2100,810,56,NA,NA,NA,NA,NA,5,NA,NA
GÄVGAXXS,2013-12-26 08:30,2300,740,35,NA,NA,34,NA,NA,5.3,NA,NA
GÄVGAXXS,2013-12-30 00:00,990,240,21,NA,NA,NA,NA,NA,4.7,NA,NA
GÄVGAXXS,2014-01-03 10:40,660,270,16,NA,NA,NA,NA,NA,4.1,NA,NA
GÄVGAXXS,2014-01-07 13:20,830,360,22,NA,NA,38,NA,NA,5,NA,NA
GÄVGAXXS,2014-01-09 09:30,1400,540,34,NA,NA,NA,11,8.7,5.2,NA,NA
GÄVGAXXS,2014-01-13 14:25,470,220,12,NA,NA,36,NA,NA,3.3,NA,NA
GÄVGAXXS,2014-01-17 08:40,620,280,15,NA,NA,NA,NA,NA,2,NA,NA
GÄVGAXXS,2014-01-20 14:00,460,190,10,NA,NA,14,NA,NA,0.7,NA,NA
GÄVGAXXS,2014-01-21 10:00,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA
GÄVGAXXS,2014-01-23 09:50,200,73,12,NA,NA,NA,NA,NA,0.3,NA,NA
GÄVGAXXS,2014-01-27 14:46,310,86,14,NA,NA,14,NA,NA,NA,NA,NA
GÄVGAXXS,2014-01-30 10:10,220,31,8,NA,NA,NA,NA,NA,0.2,NA,NA
GÄVGAXXS,2014-02-03 14:13,500,230,31,NA,NA,22,NA,NA,1,NA,NA
GÄVGAXXS,2014-02-06 10:40,270,190,19,NA,NA,NA,7.4,8.7,0.4,NA,NA
GÄVGAXXS,2014-02-10 13:54,1400,520,39,NA,NA,NA,NA,NA,1.1,NA,NA
GÄVGAXXS,2014-02-11 09:30,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA
GÄVGAXXS,2014-02-13 09:15,470,120,10,NA,NA,NA,NA,NA,1.3,NA,NA
GÄVGAXXS,2014-02-17 13:22,1700,500,36,NA,NA,NA,NA,NA,2,NA,NA
GÄVGAXXS,2014-02-18 10:55,920,460,NA,80,NA,NA,6.5,NA,1.4,NA,NA
GÄVGAXXS,2014-02-20 09:30,930,380,26,NA,230,NA,NA,NA,0.8,NA,NA
GÄVGAXXS,2014-02-24 13:46,1100,420,31,NA,NA,NA,NA,NA,2,NA,NA
GÄVGAXXS,2014-02-27 09:39,670,320,27,NA,NA,NA,NA,NA,2,NA,NA
GÄVGAXXS,2014-03-03 13:55,470,230,14,NA,41,NA,NA,NA,2.1,NA,NA
GÄVGAXXS,2014-03-06 10:41,410,98,6,NA,35,NA,5.5,8.2,2.4,NA,NA
GÄVGAXXS,2014-03-10 14:11,200,100,9,NA,41,NA,NA,NA,3.2,NA,NA
GÄVGAXXS,2014-03-13 09:50,270,130,4,NA,43,NA,NA,NA,3.3,NA,NA
GÄVGAXXS,2014-03-17 13:11,300,160,6,NA,62,NA,NA,NA,3.6,NA,NA
GÄVGAXXS,2014-03-18 09:45,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA
GÄVGAXXS,2014-03-20 10:50,330,110,14,NA,71,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2014-03-24 13:48,280,140,6,NA,59,NA,NA,NA,4.3,NA,NA
GÄVGAXXS,2014-03-27 08:45,350,200,11,NA,50,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2014-03-31 13:44,310,61,5,NA,41,NA,NA,NA,5.1,NA,NA
GÄVGAXXS,2014-04-03 09:45,170,110,9,NA,46,NA,8,8.1,5,NA,NA
GÄVGAXXS,2014-04-07 14:05,190,52,5,NA,36,NA,NA,NA,5.8,NA,NA
GÄVGAXXS,2014-04-08 08:51,320,160,NA,30,NA,NA,6.2,NA,5.9,NA,NA
GÄVGAXXS,2014-04-10 10:00,1400,470,51,NA,140,NA,NA,NA,5.2,NA,NA
GÄVGAXXS,2014-04-14 13:55,630,230,14,NA,40,NA,NA,NA,6.3,NA,NA
GÄVGAXXS,2014-04-15 10:16,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
GÄVGAXXS,2014-04-17 08:45,410,160,14,NA,43,NA,NA,NA,6.6,NA,NA
GÄVGAXXS,2014-04-21 12:15,260,74,5,NA,17,NA,NA,NA,7.5,NA,NA
GÄVGAXXS,2014-04-24 09:43,190,110,4,NA,18,NA,NA,NA,7.7,NA,NA
GÄVGAXXS,2014-04-28 15:18,190,52,4,NA,34,NA,NA,NA,9.2,NA,NA
GÄVGAXXS,2014-05-02 09:55,190,52,7,NA,42,NA,7.5,8.3,10,NA,NA
GÄVGAXXS,2014-05-05 13:38,200,52,4,NA,8,NA,NA,NA,10.3,NA,NA
GÄVGAXXS,2014-05-08 10:10,330,110,3,NA,31,7,NA,NA,9.5,NA,NA
GÄVGAXXS,2014-05-12 13:49,630,150,31,NA,45,10,NA,NA,10.3,NA,NA
GÄVGAXXS,2014-05-13 09:57,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA
GÄVGAXXS,2014-05-14 12:00,790,120,NA,NA,NA,NA,NA,NA,9.6,NA,NA
GÄVGAXXS,2014-05-14 12:20,820,120,NA,NA,NA,NA,NA,NA,9.5,NA,NA
GÄVGAXXS,2014-05-14 12:42,720,190,NA,NA,NA,NA,NA,NA,9.8,NA,NA
GÄVGAXXS,2014-05-14 13:19,880,220,NA,NA,NA,NA,NA,NA,9.9,NA,NA
GÄVGAXXS,2014-05-15 09:18,340,41,10,NA,6,NA,NA,NA,10.6,NA,NA
GÄVGAXXS,2014-05-19 13:40,250,86,11,NA,17,NA,NA,NA,13.2,NA,NA
GÄVGAXXS,2014-05-22 10:20,190,63,10,NA,8,NA,NA,NA,13.5,NA,NA
GÄVGAXXS,2014-05-26 13:50,230,41,4,NA,<2,NA,NA,NA,14.7,NA,NA
GÄVGAXXS,2014-05-28 11:05,350,31,3,NA,12,NA,NA,NA,12.7,NA,NA
GÄVGAXXS,2014-06-02 13:49,140,20,13,NA,2,NA,NA,NA,15.2,NA,NA
GÄVGAXXS,2014-06-05 10:18,290,20,7,4,4,NA,4.8,NA,14.9,NA,NA
GÄVGAXXS,2014-06-09 14:05,1600,10,8,NA,8,NA,NA,NA,17.2,NA,NA
GÄVGAXXS,2014-06-12 09:30,400,100,5,NA,8,NA,4.3,8.1,17.5,NA,NA
GÄVGAXXS,2014-06-16 14:05,200,10,9,NA,6,NA,NA,NA,16.8,NA,NA
GÄVGAXXS,2014-06-17 09:56,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA
GÄVGAXXS,2014-06-19 09:52,300,52,5,NA,18,NA,NA,NA,16.8,NA,NA
GÄVGAXXS,2014-06-23 13:52,460,10,3,NA,8,NA,NA,NA,13.4,NA,NA
GÄVGAXXS,2014-06-26 13:00,1500,350,11,NA,68,NA,NA,NA,17.1,NA,NA
GÄVGAXXS,2014-06-30 12:10,910,74,11,NA,82,52,NA,NA,17.1,NA,NA
GÄVGAXXS,2014-07-03 14:10,1200,300,14,NA,44,NA,NA,NA,17.3,NA,NA
GÄVGAXXS,2014-07-07 14:06,450,41,7,NA,12,<2,NA,NA,18.7,NA,NA
GÄVGAXXS,2014-07-10 09:20,220,41,4,NA,<2,NA,3.5,8.2,19.8,NA,NA
GÄVGAXXS,2014-07-14 13:53,670,31,5,NA,68,14,NA,NA,20.6,NA,NA
GÄVGAXXS,2014-07-15 09:45,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA
GÄVGAXXS,2014-07-17 09:55,530,10,3,NA,8,NA,4.3,8.2,19.9,NA,NA
GÄVGAXXS,2014-07-21 14:11,990,<10,5,NA,37,10,NA,NA,21.3,NA,NA
GÄVGAXXS,2014-07-24 09:14,780,41,5,NA,13,NA,1.8,8.1,21.4,NA,NA
GÄVGAXXS,2014-07-28 13:35,2000,150,14,NA,29,4,NA,NA,23.9,NA,NA
GÄVGAXXS,2014-07-31 09:23,1300,30,9,NA,17,NA,NA,NA,23.5,NA,NA
GÄVGAXXS,2014-08-04 13:33,1600,87,11,NA,70,20,NA,NA,21.2,NA,NA
GÄVGAXXS,2014-08-07 08:35,NA,NA,NA,NA,NA,NA,3.9,8.2,NA,NA,NA
GÄVGAXXS,2014-08-08 08:35,1400,300,11,NA,37,NA,NA,NA,20.3,NA,NA
GÄVGAXXS,2014-08-11 13:47,640,120,11,NA,43,20,NA,NA,18.3,NA,NA
GÄVGAXXS,2014-08-12 10:45,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA
GÄVGAXXS,2014-08-14 09:30,1300,160,13,NA,86,NA,NA,NA,17.9,NA,NA
GÄVGAXXS,2014-08-18 12:57,2200,200,27,NA,NA,70,NA,NA,17.6,NA,NA
GÄVGAXXS,2014-08-19 13:05,12000,680,NA,650,NA,NA,14,NA,14.7,NA,NA
GÄVGAXXS,2014-08-21 09:40,8200,860,44,NA,770,NA,NA,NA,15.6,NA,NA
GÄVGAXXS,2014-08-23 16:00,3300,410,NA,NA,NA,NA,NA,NA,15.4,NA,NA
GÄVGAXXS,2014-08-25 14:40,980,600,46,NA,690,150,NA,NA,15.2,NA,NA
GÄVGAXXS,2014-08-28 09:30,860,180,7,NA,41,NA,NA,NA,15.1,NA,NA
GÄVGAXXS,2014-09-01 13:40,910,74,12,NA,48,18,NA,NA,15.4,NA,NA
GÄVGAXXS,2014-09-04 11:45,650,180,14,NA,24,NA,8.8,8.2,16.1,NA,NA
GÄVGAXXS,2014-09-08 14:15,930,98,23,NA,110,128,NA,NA,16.9,NA,NA
GÄVGAXXS,2014-09-10 13:47,960,120,NA,NA,56,26,NA,NA,16.5,NA,NA
GÄVGAXXS,2014-09-12 13:30,400,52,7,NA,NA,NA,NA,NA,16.7,NA,NA
GÄVGAXXS,2014-09-15 14:31,300,86,14,NA,6,10,NA,NA,16.5,NA,NA
GÄVGAXXS,2014-09-16 10:25,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
GÄVGAXXS,2014-09-18 07:53,430,96,8,NA,29,NA,NA,NA,15.6,NA,NA
GÄVGAXXS,2014-09-22 13:48,1000,74,6,NA,46,10,NA,NA,15.6,NA,NA
GÄVGAXXS,2014-09-25 09:27,1400,74,14,NA,47,NA,NA,NA,13.9,NA,NA
GÄVGAXXS,2014-09-29 00:00,480,10,15,NA,15,14,NA,NA,13.7,NA,NA
GÄVGAXXS,2014-10-02 09:05,1300,41,5,NA,6,NA,4.1,8.3,13.6,NA,NA
GÄVGAXXS,2014-10-06 14:15,460,10,1,NA,8,20,NA,NA,13.8,NA,NA
GÄVGAXXS,2014-10-09 10:17,740,97,280,NA,46,NA,NA,NA,12.5,NA,NA
GÄVGAXXS,2014-10-13 13:40,2400,530,20,NA,220,100,NA,NA,13.1,NA,NA
GÄVGAXXS,2014-10-14 11:10,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA
GÄVGAXXS,2014-10-16 09:30,14000,1100,130,NA,360,NA,NA,NA,11,NA,NA
GÄVGAXXS,2014-10-20 13:00,5500,640,38,NA,280,74,NA,NA,11.4,NA,NA
GÄVGAXXS,2014-10-23 09:30,1200,380,18,170,170,NA,9.2,NA,10.5,NA,NA
GÄVGAXXS,2014-10-27 13:50,910,85,20,NA,38,42,NA,NA,10.6,NA,NA
GÄVGAXXS,2014-10-30 08:10,880,260,9,NA,38,NA,NA,NA,10.7,NA,NA
GÄVGAXXS,2014-11-03 13:08,3700,340,44,NA,150,26,NA,NA,10.8,NA,NA
GÄVGAXXS,2014-11-06 09:45,2400,280,35,NA,89,NA,NA,NA,9.6,NA,NA
GÄVGAXXS,2014-11-10 13:35,730,140,15,NA,30,36,NA,NA,8.8,NA,NA
GÄVGAXXS,2014-11-13 12:20,NA,NA,NA,NA,NA,NA,7.9,8.3,NA,NA,NA
GÄVGAXXS,2014-11-13 12:22,310,86,26,NA,32,NA,NA,NA,8.7,NA,NA
GÄVGAXXS,2014-11-17 14:00,230,31,6,NA,26,76,NA,NA,7.9,NA,NA
GÄVGAXXS,2014-11-18 11:20,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA
GÄVGAXXS,2014-11-20 10:35,320,100,7,NA,30,NA,NA,NA,7,NA,NA
GÄVGAXXS,2014-11-24 14:25,2200,240,38,NA,74,44,NA,NA,6.9,NA,NA
GÄVGAXXS,2014-11-28 11:15,180,31,6,NA,8,NA,NA,NA,5.7,NA,NA
GÄVGAXXS,2014-12-01 14:10,110,20,14,NA,10,10,NA,NA,5.2,NA,NA
GÄVGAXXS,2014-12-04 08:00,160,40,7,NA,NA,NA,NA,NA,4.6,NA,NA
GÄVGAXXS,2014-12-08 14:10,2600,540,32,NA,150,54,NA,NA,4.6,NA,NA
GÄVGAXXS,2014-12-11 11:25,4100,680,65,910,290,NA,17.4,8.2,3.9,NA,NA
GÄVGAXXS,2014-12-15 14:15,>24000,74,51,NA,180,44,NA,NA,3.9,NA,NA
GÄVGAXXS,2014-12-16 11:44,1100,380,41,NA,100,NA,NA,NA,4.2,NA,NA
GÄVGAXXS,2014-12-17 13:00,1400,400,NA,NA,NA,NA,NA,NA,3.9,NA,NA
GÄVGAXXS,2014-12-22 14:20,390,86,15,NA,46,62,NA,NA,4.1,NA,NA
GÄVGAXXS,2014-12-26 09:54,400,52,21,NA,13,NA,NA,NA,2.7,NA,NA
GÄVGAXXS,2014-12-29 13:15,210,52,11,NA,<16,16,NA,NA,2.1,NA,NA
GÄVGAXXS,2015-01-02 10:55,1800,210,38,NA,96,NA,NA,NA,3.6,NA,NA
GÄVGAXXS,2015-01-05 13:05,140,52,13,NA,13,22,NA,NA,2.9,NA,NA
GÄVGAXXS,2015-01-08 10:15,1100,160,38,NA,54,NA,8.3,8.3,2.9,NA,NA
GÄVGAXXS,2015-01-12 13:30,860,280,20,NA,68,38,NA,NA,3.1,NA,NA
GÄVGAXXS,2015-01-15 10:35,480,160,76,NA,32,NA,NA,NA,2.9,NA,NA
GÄVGAXXS,2015-01-19 11:30,670,150,NA,NA,45,62,NA,NA,3.1,NA,NA
GÄVGAXXS,2015-01-20 11:05,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA
GÄVGAXXS,2015-01-22 11:55,350,74,15,NA,10,NA,NA,NA,2.5,NA,NA
GÄVGAXXS,2015-01-26 08:46,180,86,12,NA,10,24,NA,NA,1.6,NA,NA
GÄVGAXXS,2015-01-29 10:40,1500,170,26,NA,82,NA,NA,NA,2,NA,NA
GÄVGAXXS,2015-02-02 00:00,200,41,10,NA,20,18,NA,NA,1.8,NA,NA
GÄVGAXXS,2015-02-05 12:25,480,160,45,NA,27,NA,NA,NA,0.7,NA,NA
GÄVGAXXS,2015-02-05 12:35,NA,NA,NA,NA,NA,NA,8.5,8.3,NA,NA,NA
GÄVGAXXS,2015-02-09 08:27,120,52,13,NA,6,8,NA,NA,0.9,NA,NA
GÄVGAXXS,2015-02-10 12:20,240,62,NA,30,NA,NA,6,NA,0.9,NA,NA
GÄVGAXXS,2015-02-12 10:30,250,97,17,NA,15,NA,NA,NA,0.9,NA,NA
GÄVGAXXS,2015-02-16 08:20,150,74,12,NA,10,24,NA,NA,0.8,NA,NA
GÄVGAXXS,2015-02-17 10:30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
GÄVGAXXS,2015-02-19 09:20,190,41,9,NA,24,NA,NA,NA,2.5,NA,NA
GÄVGAXXS,2015-02-23 09:20,150,63,9,NA,15,34,NA,NA,2.2,NA,NA
GÄVGAXXS,2015-02-26 09:37,200,20,18,NA,17,NA,NA,NA,2.6,NA,NA
GÄVGAXXS,2015-03-02 09:03,190,41,16,NA,22,28,NA,NA,2.5,NA,NA
GÄVGAXXS,2015-03-05 11:40,NA,NA,NA,NA,NA,NA,3.9,8.2,NA,NA,NA
GÄVGAXXS,2015-03-05 11:45,120,74,6,NA,10,NA,NA,NA,2.8,NA,NA
GÄVGAXXS,2015-03-09 11:33,360,190,26,NA,22,20,NA,NA,3.8,NA,NA
GÄVGAXXS,2015-03-12 10:15,310,110,9,NA,8,NA,NA,NA,3.5,NA,NA
GÄVGAXXS,2015-03-16 08:30,200,98,<1,NA,15,20,NA,NA,3.7,NA,NA
GÄVGAXXS,2015-03-17 11:30,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA
GÄVGAXXS,2015-03-19 08:00,160,41,9,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVGAXXS,2015-03-23 09:20,360,180,12,NA,13,12,NA,NA,3.5,NA,NA
GÄVGAXXS,2015-03-26 09:55,230,97,9,NA,10,NA,NA,NA,3.6,NA,NA
GÄVGAXXS,2015-03-30 10:15,120,31,5,NA,10,12,NA,NA,4.1,NA,NA
GÄVGAXXS,2015-04-01 09:10,190,52,12,NA,21,NA,NA,NA,4.7,NA,NA
GÄVGAXXS,2015-04-06 07:00,52,30,4,NA,2,3,NA,NA,4.7,NA,NA
GÄVGAXXS,2015-04-09 09:45,74,30,5,NA,10,NA,NA,NA,5.9,NA,NA
GÄVGAXXS,2015-04-13 10:35,30,10,10,NA,41,2,NA,NA,6.4,NA,NA
GÄVGAXXS,2015-04-14 11:00,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA
GÄVGAXXS,2015-04-16 10:55,450,120,9,NA,22,NA,4.1,8.3,6,NA,NA
GÄVGAXXS,2015-04-20 09:20,73,30,4,NA,8,NA,NA,NA,9,NA,NA
GÄVGAXXS,2015-04-21 09:45,86,20,NA,6,NA,NA,2.3,NA,6.4,NA,NA
GÄVGAXXS,2015-04-23 08:45,120,20,24,NA,10,NA,NA,NA,8.5,NA,NA
GÄVGAXXS,2015-04-27 09:55,98,52,9,NA,<2,4,NA,NA,8.8,NA,NA
GÄVGAXXS,2015-04-28 14:39,250,63,NA,NA,NA,NA,NA,NA,11.7,NA,NA
GÄVGAXXS,2015-04-30 08:45,NA,NA,NA,NA,NA,NA,2.1,8.1,NA,NA,NA
GÄVGAXXS,2015-04-30 10:40,140,41,8,NA,4,NA,NA,NA,9,NA,NA
GÄVGAXXS,2015-05-04 09:15,91,10,15,NA,4,14,NA,NA,8.6,NA,NA
GÄVGAXXS,2015-05-07 08:35,1300,110,29,NA,22,NA,NA,NA,10.5,NA,NA
GÄVGAXXS,2015-05-11 07:50,230,41,12,NA,6,16,NA,NA,9.5,NA,NA
GÄVGAXXS,2015-05-12 10:00,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA
GÄVGAXXS,2015-05-13 09:00,3400,140,21,NA,27,NA,3.6,8.2,9.7,NA,NA
GÄVGAXXS,2015-05-18 08:50,110,20,6,NA,2,2,NA,NA,10,NA,NA
GÄVGAXXS,2015-05-21 12:30,63,10,9,NA,4,NA,NA,NA,11.1,NA,NA
GÄVGAXXS,2015-05-22 11:30,140,10,NA,NA,NA,NA,NA,NA,10.8,NA,NA
GÄVGAXXS,2015-05-25 09:20,260,30,NA,NA,13,8,NA,NA,10.9,NA,NA
GÄVGAXXS,2015-05-27 14:05,600,280,23,NA,44,NA,NA,NA,12,NA,NA
GÄVGAXXS,2015-06-01 09:40,16000,450,60,NA,85,120,NA,NA,11.9,NA,NA
GÄVGAXXS,2015-06-04 09:05,1700,210,28,NA,34,NA,NA,NA,11.1,NA,NA
GÄVGAXXS,2015-06-08 14:22,200,41,11,NA,6,8,NA,NA,11.8,NA,NA
GÄVGAXXS,2015-06-11 09:49,290,10,<2,NA,8,NA,2.8,8.1,12.7,NA,NA
GÄVGAXXS,2015-06-15 14:20,74,20,9,NA,2,<2,NA,NA,14,NA,NA
GÄVGAXXS,2015-06-16 10:55,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA
GÄVGAXXS,2015-06-18 10:05,360,85,9,NA,24,NA,NA,NA,13.4,NA,NA
GÄVGAXXS,2015-06-22 15:05,120,20,6,NA,4,NA,NA,NA,15.6,NA,NA
GÄVGAXXS,2015-06-23 09:40,180,20,NA,26,NA,NA,2.9,NA,14,NA,NA
GÄVGAXXS,2015-06-25 09:25,260,31,18,NA,6,NA,NA,NA,15,NA,NA
GÄVGAXXS,2015-06-29 14:20,260,20,12,NA,10,14,NA,NA,15.8,NA,NA
GÄVGAXXS,2015-07-02 10:55,210,20,10,NA,6,NA,NA,NA,NA,NA,NA
GÄVGAXXS,2015-07-06 14:20,520,97,31,NA,22,4,NA,NA,18.1,NA,NA
GÄVGAXXS,2015-07-09 08:40,3100,260,22,NA,130,NA,3.9,8.1,15.9,NA,NA
GÄVGAXXS,2015-07-13 14:50,220,20,2,NA,8,16,NA,NA,16.2,NA,NA
GÄVGAXXS,2015-07-14 00:00,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA
GÄVGAXXS,2015-07-16 10:46,260,10,16,NA,6,NA,NA,NA,16,NA,NA
GÄVGAXXS,2015-07-20 14:08,410,84,14,NA,10,4,NA,NA,16.3,NA,NA
GÄVGAXXS,2015-07-23 09:27,200,52,7,NA,6,NA,NA,NA,16.1,NA,NA
GÄVGAXXS,2015-07-27 14:09,610,52,6,NA,22,18,NA,NA,15.5,NA,NA
GÄVGAXXS,2015-07-30 09:20,670,74,6,NA,30,NA,NA,NA,15.7,NA,NA
GÄVGAXXS,2015-08-03 14:26,300,86,3,NA,13,10,NA,NA,15.9,NA,NA
GÄVGAXXS,2015-08-06 08:30,340,31,3,NA,15,NA,3.6,8,16.5,NA,NA
GÄVGAXXS,2015-08-10 14:14,530,10,4,NA,8,2,NA,NA,17.1,NA,NA
GÄVGAXXS,2015-08-11 10:20,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA
GÄVGAXXS,2015-08-13 09:50,560,20,2,NA,6,NA,NA,NA,17.1,NA,NA
GÄVGAXXS,2015-08-17 08:55,640,20,1,NA,18,30,NA,NA,16.7,NA,NA
GÄVGAXXS,2015-08-18 11:55,500,20,NA,8,NA,NA,4.1,NA,17.3,NA,NA
GÄVGAXXS,2015-08-20 11:10,1100,63,8,NA,<2,NA,NA,NA,18.1,NA,NA
GÄVGAXXS,2015-08-24 13:30,840,10,5,NA,4,4,NA,NA,18.8,NA,NA
GÄVGAXXS,2015-08-27 10:50,750,31,18,NA,26,NA,NA,NA,18.2,NA,NA
GÄVGAXXS,2015-08-31 09:15,>2400,220,5,NA,4,10,NA,NA,16.9,NA,NA
GÄVGAXXS,2015-09-03 00:00,NA,NA,NA,NA,NA,NA,14,8.2,NA,NA,NA
GÄVGAXXS,2015-09-03 10:45,1300,180,17,NA,76,NA,NA,NA,16.8,NA,NA
GÄVGAXXS,2015-09-04 10:00,150,52,6,NA,NA,NA,NA,NA,NA,NA,NA
GÄVGAXXS,2015-09-07 09:30,5200,510,30,NA,280,140,NA,NA,15.7,NA,NA
GÄVGAXXS,2015-09-08 15:20,2900,98,17,NA,71,44,NA,NA,NA,NA,NA
GÄVGAXXS,2015-09-09 14:00,1500,80,NA,NA,68,52,NA,NA,16,NA,NA
GÄVGAXXS,2015-09-11 09:45,550,63,11,NA,10,NA,NA,NA,15.4,NA,NA
GÄVGAXXS,2015-09-14 09:45,400,60,5,NA,12,8,NA,NA,15.7,NA,NA
GÄVGAXXS,2015-09-15 11:00,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA
GÄVGAXXS,2015-09-17 11:00,6900,380,71,NA,360,NA,NA,NA,15.9,NA,NA
GÄVGAXXS,2015-09-21 09:35,380,52,30,NA,12,2,NA,NA,15.2,NA,NA
GÄVGAXXS,2015-09-24 09:35,730,41,10,NA,38,NA,NA,NA,14.8,NA,NA
GÄVGAXXS,2015-09-28 12:11,360,97,16,NA,9,16,NA,NA,13.7,NA,NA
GÄVGAXXS,2015-10-01 00:00,170,20,6,NA,8,NA,NA,NA,NA,NA,NA
GÄVGAXXS,2015-10-01 09:55,NA,NA,NA,NA,NA,NA,3.4,8.1,NA,NA,NA
GÄVGAXXS,2015-10-05 09:45,150,10,4,NA,13,4,NA,NA,13.9,NA,NA
GÄVGAXXS,2015-10-08 09:30,190,20,4,NA,59,NA,NA,NA,11.9,NA,NA
GÄVGAXXS,2015-10-12 09:55,90,<10,8,NA,6,2,NA,NA,11.1,NA,NA
GÄVGAXXS,2015-10-13 11:00,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
GÄVGAXXS,2015-10-15 09:50,120,41,<1,NA,4,NA,NA,NA,11.1,NA,NA
GÄVGAXXS,2015-10-19 09:35,90,<10,4,NA,6,10,NA,NA,10,NA,NA
GÄVGAXXS,2015-10-20 10:40,120,20,NA,5,NA,NA,2.6,NA,10,NA,NA
GÄVGAXXS,2015-10-23 11:00,400,110,11,NA,19,NA,NA,NA,9.4,NA,NA
GÄVGAXXS,2015-10-26 09:20,230,52,4,NA,31,24,NA,NA,9,NA,NA
GÄVGAXXS,2015-10-29 11:36,160,20,5,NA,10,NA,NA,NA,9.3,NA,NA
GÄVGAXXS,2015-11-02 11:15,190,10,5,NA,4,2,NA,NA,8.8,NA,NA
GÄVGAXXS,2015-11-05 11:51,200,20,6,NA,17,NA,NA,NA,9.8,NA,NA
GÄVGAXXS,2015-11-09 09:25,3300,540,87,NA,120,14,NA,NA,9.3,NA,NA
GÄVGAXXS,2015-11-12 09:25,1500,120,33,NA,52,NA,4.2,8.3,9.6,NA,NA
GÄVGAXXS,2015-11-16 09:40,1200,190,24,NA,58,8,NA,NA,8.6,NA,NA
GÄVGAXXS,2015-11-17 12:00,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA
GÄVGAXXS,2015-11-19 11:00,1600,230,50,NA,34,NA,NA,NA,8.3,NA,NA
GÄVGAXXS,2015-11-20 12:53,NA,NA,36,NA,NA,NA,NA,NA,7.5,NA,NA
GÄVGAXXS,2015-11-23 09:52,350,31,4,NA,10,18,NA,NA,5.8,NA,NA
GÄVGAXXS,2015-11-26 09:20,2500,350,42,NA,160,NA,NA,NA,5.6,NA,NA
GÄVGAXXS,2015-11-30 08:45,2200,720,162,NA,130,16,NA,NA,5.3,NA,NA
